<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
02.10.2020,15:00:00,111876,115178,108513,113521,45
02.10.2020,15:01:00,113947,115242,108121,114441,42
02.10.2020,15:02:00,110271,115050,108011,113926,39
02.10.2020,15:03:00,111011,115260,107901,109386,68
02.10.2020,15:04:00,111161,115255,107908,111568,92
02.10.2020,15:05:00,110108,115274,108011,113913,22
02.10.2020,15:06:00,110605,115281,108005,110349,65
02.10.2020,15:07:00,113301,115223,108038,111383,4
02.10.2020,15:08:00,111787,114993,107922,114335,11
02.10.2020,15:09:00,111659,115263,108013,108013,35
02.10.2020,15:10:00,112633,115288,107925,111047,68
02.10.2020,15:11:00,109460,115270,107901,110564,54
02.10.2020,15:12:00,108825,115132,107981,114126,51
02.10.2020,15:13:00,114281,115243,107952,107952,79
02.10.2020,15:14:00,112174,114320,107927,113406,48
02.10.2020,15:15:00,114724,115281,107900,110609,2
02.10.2020,15:16:00,113594,115264,107946,112182,39
02.10.2020,15:17:00,114901,115024,108141,109295,6
02.10.2020,15:18:00,110494,115299,108034,114560,70
02.10.2020,15:19:00,110874,115157,108049,115157,12
02.10.2020,15:20:00,108080,115177,107912,110577,65
02.10.2020,15:22:00,109659,115089,107955,109687,89
02.10.2020,15:23:00,111098,115090,107987,110167,8
02.10.2020,15:24:00,115262,115292,107973,110384,46
02.10.2020,15:25:00,113969,115208,107943,110027,83
02.10.2020,15:26:00,113099,115093,107978,111932,12
02.10.2020,15:27:00,113795,115162,108064,110650,76
02.10.2020,15:28:00,109399,115289,107941,108132,31
02.10.2020,15:29:00,115261,115261,108313,111432,35
02.10.2020,15:30:00,113974,115201,107956,114932,43
02.10.2020,15:31:00,114387,115299,107936,113707,62
02.10.2020,15:32:00,111570,115287,107957,115058,78
02.10.2020,15:33:00,109508,115276,107916,111355,71
02.10.2020,15:34:00,112663,115152,107928,115152,22
02.10.2020,15:35:00,114342,115171,107972,110267,30
02.10.2020,15:36:00,110917,115216,108010,110170,35
02.10.2020,15:37:00,110619,115174,107929,115174,66
02.10.2020,15:38:00,108101,115110,108101,112562,9
02.10.2020,15:39:00,111548,115225,108045,108796,49
02.10.2020,15:40:00,114394,114943,108211,112896,61
02.10.2020,15:41:00,111987,115255,107933,110473,97
02.10.2020,15:42:00,108041,115131,107970,109406,29
02.10.2020,15:43:00,110316,115291,108038,109100,47
02.10.2020,15:44:00,113468,115151,107977,109925,51
02.10.2020,15:45:00,110397,115185,107959,111467,90
02.10.2020,15:46:00,112124,115115,107998,114019,35
02.10.2020,15:47:00,113741,115291,108034,115163,48
02.10.2020,15:48:00,114264,115288,107911,113232,58
02.10.2020,15:49:00,112319,115012,108014,112087,55
02.10.2020,15:50:00,110537,115173,108068,113129,82
02.10.2020,15:51:00,110645,115149,108008,111227,45
02.10.2020,15:52:00,112681,115269,107905,112075,29
02.10.2020,15:53:00,110713,115136,107968,110177,22
02.10.2020,15:54:00,108316,115221,108118,114603,10
02.10.2020,15:55:00,108246,115283,108004,108344,40
02.10.2020,15:56:00,114173,114919,108047,108058,52
02.10.2020,15:57:00,108343,115014,108016,109022,61
02.10.2020,15:58:00,109051,114950,107935,110415,13
02.10.2020,15:59:00,110109,115282,108111,111581,10
02.10.2020,16:00:00,110264,115071,107946,113337,26
02.10.2020,16:01:00,114456,115202,107929,110479,41
02.10.2020,16:02:00,110677,115274,107921,115274,88
02.10.2020,16:03:00,110069,115181,108013,110090,57
02.10.2020,16:04:00,114600,115273,107948,114607,62
02.10.2020,16:05:00,113626,115129,107927,109107,82
02.10.2020,16:06:00,114709,115299,108131,108131,46
02.10.2020,16:07:00,109899,115283,107908,115283,85
02.10.2020,16:08:00,114982,115002,108011,110356,12
02.10.2020,16:09:00,112144,115296,107947,112859,80
02.10.2020,16:10:00,108795,115289,108146,110650,64
02.10.2020,16:11:00,112456,115248,108129,111723,85
02.10.2020,16:12:00,109201,115268,107924,108816,57
02.10.2020,16:13:00,113601,115093,107931,113261,88
02.10.2020,16:14:00,111470,115138,108362,111442,39
02.10.2020,16:15:00,108668,115170,108578,114593,25
02.10.2020,16:16:00,110705,115295,108133,114378,16
02.10.2020,16:17:00,108625,115162,107929,113115,16
02.10.2020,16:18:00,112697,115291,107929,113157,70
02.10.2020,16:19:00,110862,115151,108114,113505,3
02.10.2020,16:20:00,114684,114959,107931,109720,1
02.10.2020,16:21:00,109451,115015,107933,112986,28
02.10.2020,16:22:00,112823,115057,108057,110227,79
02.10.2020,16:23:00,114903,115276,108222,108222,50
02.10.2020,16:24:00,109327,115244,107951,111575,17
02.10.2020,16:25:00,108204,115222,108115,113554,88
02.10.2020,16:26:00,113024,115252,107937,110084,87
02.10.2020,16:27:00,107988,115184,107988,109537,17
02.10.2020,16:28:00,110905,115248,107925,114902,69
02.10.2020,16:29:00,112276,114812,107915,112876,78
02.10.2020,16:30:00,108948,115113,108018,113685,72
02.10.2020,16:31:00,108835,114921,107920,109193,78
02.10.2020,16:32:00,112921,115197,107982,112388,27
02.10.2020,16:33:00,109552,115284,107995,111072,6
02.10.2020,16:34:00,109379,115243,108008,114576,54
02.10.2020,16:35:00,112230,115281,107943,114017,57
02.10.2020,16:36:00,108268,115250,107953,108983,45
02.10.2020,16:37:00,112305,115215,107944,114209,11
02.10.2020,16:38:00,109306,115220,108145,111011,10
02.10.2020,16:39:00,114578,115272,108068,109623,57
02.10.2020,16:40:00,111479,115255,107914,111153,71
02.10.2020,16:41:00,112020,115131,108029,111521,33
02.10.2020,16:42:00,109742,115239,108006,114612,95
02.10.2020,16:43:00,114645,115200,108175,112025,4
02.10.2020,16:44:00,114348,115253,107903,110577,66
02.10.2020,16:45:00,110693,115251,108219,114927,74
02.10.2020,16:46:00,114285,115091,108284,108284,77
02.10.2020,16:47:00,109984,115070,107901,111891,8
02.10.2020,16:48:00,111257,115037,107931,108628,51
02.10.2020,16:49:00,114124,115234,108009,111948,86
02.10.2020,16:50:00,112370,115282,107914,111348,52
02.10.2020,16:51:00,108554,115149,107986,110996,19
02.10.2020,16:52:00,109073,115298,107922,110009,37
02.10.2020,16:53:00,109596,115154,108082,112824,22
02.10.2020,16:54:00,113312,115240,107947,109259,84
02.10.2020,16:55:00,110209,115266,107900,112227,14
02.10.2020,16:56:00,110201,115241,108009,112714,25
02.10.2020,16:57:00,112657,115299,107994,109319,69
02.10.2020,16:58:00,112486,115257,108029,110545,3
02.10.2020,16:59:00,108195,114876,107993,108307,88
02.10.2020,17:00:00,115003,115120,107905,110540,20
02.10.2020,17:01:00,109244,114940,107963,113704,94
02.10.2020,17:02:00,108278,115185,107915,108355,25
02.10.2020,17:03:00,113060,115101,107965,109264,1
02.10.2020,17:04:00,114849,115240,107924,114954,78
02.10.2020,17:05:00,109114,115074,108000,112969,78
02.10.2020,17:06:00,113357,115101,108187,111762,37
02.10.2020,17:07:00,107947,115265,107920,114559,90
02.10.2020,17:08:00,114197,115276,107910,112408,18
02.10.2020,17:09:00,109277,115262,108006,110226,92
02.10.2020,17:10:00,107973,115167,107956,112303,10
02.10.2020,17:11:00,110111,115232,107943,110288,81
02.10.2020,17:12:00,111036,115125,107945,110149,57
02.10.2020,17:13:00,109779,115108,107905,111389,39
02.10.2020,17:14:00,110229,115285,107944,112870,52
02.10.2020,17:15:00,109829,115226,107963,110340,64
02.10.2020,17:16:00,110474,115262,107910,108482,94
02.10.2020,17:17:00,108400,115083,108066,112544,72
02.10.2020,17:18:00,111312,115224,108045,115059,44
02.10.2020,17:19:00,109784,115156,107936,115118,29
02.10.2020,17:20:00,114643,114828,107963,108110,46
02.10.2020,17:21:00,108601,115262,107946,108905,91
02.10.2020,17:22:00,113678,115240,108037,109161,14
02.10.2020,17:23:00,111672,115080,108018,111014,16
02.10.2020,17:24:00,108237,115147,107917,110580,3
02.10.2020,17:25:00,108489,115273,108158,112978,93
02.10.2020,17:26:00,111558,115243,108184,111973,70
02.10.2020,17:27:00,108761,115176,107912,110006,38
02.10.2020,17:28:00,112448,114958,107955,109767,85
02.10.2020,17:29:00,108095,115139,107956,113396,16
02.10.2020,17:31:00,113892,115261,108020,113603,97
02.10.2020,17:32:00,111442,115095,107961,111902,42
02.10.2020,17:33:00,108534,115261,108048,112303,43
02.10.2020,17:34:00,113433,115239,108027,109736,92
02.10.2020,17:35:00,115047,115047,108037,108493,23
02.10.2020,17:36:00,108929,115278,107992,115082,11
02.10.2020,17:37:00,110646,115268,108128,112549,51
02.10.2020,17:38:00,112535,115009,107931,113977,33
02.10.2020,17:39:00,113639,114991,108031,110140,46
02.10.2020,17:40:00,109823,115290,108101,108282,33
02.10.2020,17:41:00,114791,115254,108080,109512,55
02.10.2020,17:42:00,111187,115002,108287,109714,16
02.10.2020,17:43:00,112320,115291,108066,110888,1
02.10.2020,17:44:00,108623,115262,107948,110949,81
02.10.2020,17:45:00,108819,115293,108040,108059,56
02.10.2020,17:46:00,114125,114943,107928,110508,22
02.10.2020,17:47:00,113711,115136,107928,108506,57
02.10.2020,17:48:00,112856,115277,107962,108208,56
02.10.2020,17:49:00,111040,115231,108063,113873,71
02.10.2020,17:50:00,109174,115175,107989,108675,5
02.10.2020,17:51:00,114422,115240,107930,112678,20
02.10.2020,17:52:00,107937,115240,107937,115137,44
02.10.2020,17:53:00,109839,115276,107903,115003,79
02.10.2020,17:54:00,110644,115267,107984,112088,45
02.10.2020,17:55:00,111915,115163,107902,113413,3
02.10.2020,17:56:00,110461,115213,108248,109911,72
02.10.2020,17:57:00,113878,115172,108096,108986,14
02.10.2020,17:58:00,112777,115029,107948,114686,90
02.10.2020,17:59:00,108528,114924,108379,114787,91
02.10.2020,18:00:00,110209,115002,107979,110129,25
02.10.2020,18:01:00,108695,115242,107903,111676,65
02.10.2020,18:02:00,111696,115242,108035,114035,5
02.10.2020,18:03:00,108277,115234,107913,112612,83
02.10.2020,18:04:00,114335,115229,108066,113685,12
02.10.2020,18:05:00,109758,115232,108047,109902,17
02.10.2020,18:06:00,107998,114634,107912,111462,45
02.10.2020,18:07:00,114357,115297,107960,108459,77
02.10.2020,18:08:00,110796,115240,108016,108907,24
02.10.2020,18:09:00,112336,115271,107921,113331,13
02.10.2020,18:10:00,114473,115041,108022,115005,59
02.10.2020,18:11:00,109391,115279,108117,112005,8
02.10.2020,18:12:00,115127,115247,108018,108500,76
02.10.2020,18:13:00,110237,115127,107997,110323,32
02.10.2020,18:14:00,112088,115269,107995,114930,6
02.10.2020,18:15:00,110355,115230,107907,110910,52
02.10.2020,18:16:00,113800,115142,107961,114847,17
02.10.2020,18:17:00,108317,115203,107930,110544,33
02.10.2020,18:18:00,113531,115293,107990,111220,94
02.10.2020,18:19:00,111182,115291,108068,111744,79
02.10.2020,18:20:00,109746,115215,107962,109128,35
02.10.2020,18:21:00,112423,115217,108018,115100,88
02.10.2020,18:22:00,113043,115293,108026,112420,65
02.10.2020,18:23:00,110076,115087,107925,109176,17
02.10.2020,18:24:00,109845,115280,107982,110757,43
02.10.2020,18:25:00,114143,115235,108081,113626,10
02.10.2020,18:26:00,113333,114891,108053,110941,39
02.10.2020,18:27:00,108151,115273,108013,114037,60
02.10.2020,18:28:00,113227,115279,108076,108905,87
02.10.2020,18:29:00,114373,115135,107910,110355,40
02.10.2020,18:30:00,109280,115199,108028,109147,25
02.10.2020,18:31:00,108965,115048,107990,114960,86
02.10.2020,18:32:00,108310,114815,108074,112991,61
02.10.2020,18:33:00,113473,115147,108121,110518,30
02.10.2020,18:34:00,110837,115118,108046,113893,32
02.10.2020,18:35:00,110859,115226,108050,112089,77
02.10.2020,18:36:00,112454,115122,107901,112510,6
02.10.2020,18:37:00,109680,115221,107982,113972,14
02.10.2020,18:38:00,108072,115240,108072,108180,71
02.10.2020,18:39:00,114750,115230,107921,114658,11
02.10.2020,18:40:00,111140,115194,107982,114379,41
02.10.2020,18:41:00,112646,115260,108125,112875,77
02.10.2020,18:42:00,113595,115250,108233,110050,71
02.10.2020,18:43:00,110370,115081,107936,114387,75
02.10.2020,18:44:00,112664,115261,107941,111635,54
02.10.2020,18:45:00,110359,115157,108023,112953,69
02.10.2020,18:46:00,111247,114713,107940,111720,8
02.10.2020,18:47:00,107952,115186,107911,109389,4
02.10.2020,18:48:00,108177,115136,108125,113190,29
02.10.2020,18:49:00,112421,115287,107954,115115,82
02.10.2020,18:50:00,111033,115212,108096,109079,75
02.10.2020,18:51:00,114731,115165,107956,109847,80
02.10.2020,18:52:00,112156,115295,108208,112364,92
02.10.2020,18:53:00,111635,115124,108074,114589,44
02.10.2020,18:54:00,111066,115191,107999,112077,88
02.10.2020,18:55:00,111923,115190,108386,110470,28
02.10.2020,18:56:00,112546,115238,108012,112462,52
02.10.2020,18:57:00,114076,115225,108062,114136,8
02.10.2020,18:58:00,110754,115291,107953,107953,22
02.10.2020,18:59:00,114056,115027,108285,109774,56
02.10.2020,19:00:00,112954,115225,107940,113109,70
02.10.2020,19:01:00,113783,115215,108006,110805,49
02.10.2020,19:02:00,113980,115176,107934,110591,96
02.10.2020,19:03:00,108300,115229,107977,113945,96
02.10.2020,19:04:00,113327,115197,108307,110792,89
02.10.2020,19:05:00,114385,115278,107959,113928,63
02.10.2020,19:06:00,114618,115049,108032,111815,13
02.10.2020,19:07:00,111100,115022,107915,113687,22
02.10.2020,19:08:00,112206,115267,107929,111002,98
02.10.2020,19:09:00,107919,115210,107919,113623,60
02.10.2020,19:10:00,110931,115285,107935,111013,65
02.10.2020,19:11:00,109562,115297,108115,109847,93
02.10.2020,19:12:00,114112,114995,107961,107961,2
02.10.2020,19:13:00,108036,115291,107946,109084,10
02.10.2020,19:14:00,108256,115192,108205,109698,3
02.10.2020,19:15:00,109128,115250,108133,108642,70
02.10.2020,19:16:00,110384,115237,107934,110911,57
02.10.2020,19:17:00,108678,115018,107934,112716,12
02.10.2020,19:18:00,108723,115192,108097,110070,34
02.10.2020,19:19:00,109005,114958,107923,110356,23
02.10.2020,19:20:00,115230,115298,108157,113418,65
02.10.2020,19:21:00,111431,115081,107920,114904,16
02.10.2020,19:22:00,114697,114968,107998,114878,86
02.10.2020,19:23:00,109577,115191,107971,111642,50
02.10.2020,19:24:00,114633,115214,108368,114282,66
02.10.2020,19:25:00,111296,115292,108260,108260,60
02.10.2020,19:26:00,111840,115175,107918,111789,64
02.10.2020,19:27:00,113358,115171,108030,108853,30
02.10.2020,19:28:00,111517,115019,108484,113351,49
02.10.2020,19:29:00,114139,115275,107949,109801,13
02.10.2020,19:30:00,114623,115289,108052,113246,95
02.10.2020,19:31:00,113281,115297,107919,112270,89
02.10.2020,19:32:00,110990,115291,108042,113665,79
02.10.2020,19:33:00,111808,115119,108046,112734,85
02.10.2020,19:34:00,112264,115249,107939,108790,38
02.10.2020,19:35:00,109457,115204,108206,113396,5
02.10.2020,19:36:00,107968,115267,107968,114734,28
02.10.2020,19:37:00,112418,115136,107969,108614,58
02.10.2020,19:38:00,111116,115223,107978,110346,89
02.10.2020,19:39:00,111220,115208,108090,113013,35
02.10.2020,19:40:00,109099,115272,107944,111200,45
02.10.2020,19:41:00,109458,115270,108203,108203,83
02.10.2020,19:42:00,114957,115291,107942,109166,59
02.10.2020,19:43:00,112404,115275,108087,114665,55
02.10.2020,19:44:00,111535,115248,108048,108204,15
02.10.2020,19:45:00,112537,115244,108017,110991,98
02.10.2020,19:46:00,111945,115167,107932,114561,19
02.10.2020,19:47:00,110295,115009,107986,109347,24
02.10.2020,19:48:00,108646,115213,108050,109239,21
02.10.2020,19:49:00,108646,115082,107919,111144,60
02.10.2020,19:50:00,112831,115254,108137,115038,73
02.10.2020,19:51:00,111281,115245,107947,113042,21
02.10.2020,19:52:00,107903,115141,107903,111216,63
02.10.2020,19:53:00,114979,115274,107975,109416,58
02.10.2020,19:54:00,112927,115176,107918,108414,36
02.10.2020,19:55:00,114984,115278,108210,109033,39
02.10.2020,19:56:00,111443,115286,108095,115217,78
02.10.2020,19:57:00,108517,115226,107965,109558,2
02.10.2020,19:58:00,110452,115280,107944,114445,49
02.10.2020,19:59:00,108933,115208,107907,115167,72
02.10.2020,20:00:00,110799,115172,108058,112523,28
05.10.2020,10:00:00,109889,115144,108011,110413,76
05.10.2020,10:01:00,108926,115138,108014,110655,10
05.10.2020,10:02:00,112353,115264,107926,108139,23
05.10.2020,10:03:00,108798,115205,107948,112457,84
05.10.2020,10:04:00,113958,115241,108016,109839,28
05.10.2020,10:05:00,110889,115256,107952,114504,32
05.10.2020,10:06:00,109900,115293,107999,114336,25
05.10.2020,10:07:00,109776,115287,107912,108342,39
05.10.2020,10:08:00,109435,115154,107900,114933,29
05.10.2020,10:09:00,108362,115123,108057,109284,80
05.10.2020,10:10:00,110942,115242,108278,112813,54
05.10.2020,10:11:00,113400,114957,107922,112089,89
05.10.2020,10:12:00,111400,115162,108222,114367,62
05.10.2020,10:13:00,111163,115212,107908,109951,48
05.10.2020,10:14:00,111001,115119,107903,111569,67
05.10.2020,10:15:00,112281,115178,107920,114202,93
05.10.2020,10:16:00,113391,114777,108003,113498,13
05.10.2020,10:18:00,115001,115094,107914,109654,43
05.10.2020,10:19:00,113629,115247,108152,112631,31
05.10.2020,10:20:00,114202,115287,107945,108502,24
05.10.2020,10:21:00,108770,115187,108159,112048,88
05.10.2020,10:22:00,113902,115278,108029,108618,1
05.10.2020,10:23:00,112111,115195,108021,114654,90
05.10.2020,10:24:00,111087,114974,108210,110841,80
05.10.2020,10:25:00,111930,115291,107995,109497,15
05.10.2020,10:26:00,111988,115248,108033,111401,54
05.10.2020,10:27:00,110003,115254,108117,110842,75
05.10.2020,10:28:00,111629,115280,107980,109701,83
05.10.2020,10:29:00,113976,115029,107978,113920,45
05.10.2020,10:30:00,110907,115287,107944,111671,4
05.10.2020,10:31:00,108134,115243,107976,111118,87
05.10.2020,10:32:00,113782,115256,107928,112287,42
05.10.2020,10:33:00,114297,114780,107909,108935,23
05.10.2020,10:34:00,113407,114694,107937,113344,77
05.10.2020,10:35:00,113228,115215,108163,108910,67
05.10.2020,10:36:00,114222,115211,107949,110895,76
05.10.2020,10:37:00,109898,115265,108011,108274,46
05.10.2020,10:38:00,114803,115282,107906,114928,69
05.10.2020,10:39:00,111766,115269,107960,113317,55
05.10.2020,10:40:00,113252,115252,107926,110547,82
05.10.2020,10:41:00,114960,114960,107910,112040,83
05.10.2020,10:42:00,107930,115299,107930,111748,95
05.10.2020,10:43:00,111254,115233,107912,113692,89
05.10.2020,10:44:00,108150,115255,107936,112513,64
05.10.2020,10:45:00,110980,115237,107953,110060,82
05.10.2020,10:46:00,114092,115127,107902,108090,42
05.10.2020,10:47:00,110913,115245,107999,112817,97
05.10.2020,10:48:00,108692,115098,107943,110073,88
05.10.2020,10:49:00,112092,115055,108022,110919,27
05.10.2020,10:50:00,110072,115246,107961,113486,13
05.10.2020,10:51:00,109114,115116,108312,108906,4
05.10.2020,10:52:00,111815,115280,107997,114829,42
05.10.2020,10:53:00,109783,115254,107925,110134,55
05.10.2020,10:54:00,109186,115245,107937,109084,40
05.10.2020,10:55:00,111927,115218,108450,113556,84
05.10.2020,10:56:00,108688,115087,108062,113793,46
05.10.2020,10:57:00,111938,115239,107970,115134,23
05.10.2020,10:58:00,114266,115155,107960,111887,18
05.10.2020,10:59:00,111349,115096,107981,113987,64
05.10.2020,11:00:00,113180,115237,107933,114774,3
05.10.2020,11:01:00,107908,115258,107908,112327,86
05.10.2020,11:02:00,109213,115160,108158,111077,2
05.10.2020,11:03:00,112604,115174,108292,114850,63
05.10.2020,11:04:00,114167,115249,108005,109841,25
05.10.2020,11:05:00,114353,115153,108506,114602,83
05.10.2020,11:06:00,111548,114669,108092,113382,36
05.10.2020,11:07:00,111328,115250,107939,108904,28
05.10.2020,11:08:00,112923,115253,108013,113832,50
05.10.2020,11:09:00,113276,115109,107924,112585,69
